text,class
786342434028527617,Director de Harry Potter y la piedra filosofal desclasifica anécdotas del rodaje de la película… ,Chile
786342008814202881,Fiscalía de París abre investigación por millonario robo a Kim Kardashian  ,Chile
786340979083182080,Actriz de The West Wing y Mom recibirá su estrella en el Paseo de la Fama de Hollywood  ,Chile
786339463689535488,FOTO | Mujer policía tuvo tierno gesto con niño que pasaba por un mal día  ,Chile
786338659243089921,Arzobispado de Santiago y proyecto de Vallejo: Apelar a Dios no significa suscribir a una religión en particular… ,Chile
786338200084242432,El desahogo del camarín de la Roja y su promesa de cara a los duros desafíos que vienen |  ,Chile
786337401060876288,VIDEO | Conoce al activista ecológico que paseará 30 días por NY vestido con su propia basura… ,Chile
786336972784754689,Mejor pronosticadora del peso chileno destaca que la moneda será la que más anote alzas en 2017… ,Chile
786335753194332160,PANORAMAS | Revisa aquí los detalles del montaje A Chorus Line  ,Chile
786334633097125888,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia… ,Chile
786334422794702848,VIDEO | Rostros lanzan campaña para alertar los problemas al interior del Sename  ,Chile
786333285509132288,Sub 30: Los candidatos a alcaldes más jóvenes que competirán en las municipales  ,Chile
786331916081434624,FOTOS | Equipo de fútbol portugués lanzó colección de trajes de novia  ,Chile
786331110573764608,"Tras su notable actuación ante Perú, la FIFA elige a Vidal como el mejor jugador de toda la fecha… ",Chile
786330675947433984,Protagonista de Selma critica a Game of Thrones por poca diversidad racial en roles principales… ,Chile
786329600825655296,SQM: PRO acusa desigualdad de trato por exclusión de Tohá en formalización de ex dirigentes PPD… ,Chile
786329442599768064,Furia en Gran Bretaña luego de que un joven vestido de payaso siniestro asustara a una embarazada… ,Chile
786329096808640513,Más de 19 mil facturas del Ejército con fondos de Ley Reservada del Cobre no han sido visadas por Defensa… ,Chile
786328171373326336,Así vio el mundo el triunfo de la Roja sobre Perú: Vidal devolvió la vida a Chile y salvó a Pizzi… ,Chile
786326918782124032,Científicos chilenos hallan estrellas antiguas supervivientes en el centro de la Vía Láctea  ,Chile
786326579777503232,Líder de las FARC dice que fue hasta bueno que se rechazara el acuerdo de paz  ,Chile
786325901906706434,Ni París ni Frankfurt: Viena es una atractiva opción para ser la capital financiera de Europa… ,Chile
786324362005741568,Bolsa de Santiago cierra con ganancias apoyada por sector energético  ,Chile
786323192122073088,Utiliza AcuseteEmol y comparte las irregularidades que detectes en las campañas de los candidatos de tu comuna… ,Chile
786319532533088256,Mario Casas a dos años de polémico inicio de su actual noviazgo: Estoy muy feliz  ,Chile
786319331185524736,Científicos proponen la creación del primer país espacial para proteger al planeta  ,Chile
786318527531667457,FOTOS | ¿Qué hace que algo sea vulgar? Una exposición de ropa quiere revelar el origen de la ordinariez… ,Chile
786318275189747712,Municipales 2016: ¿Qué sector podría beneficiarse de la abstención en las urnas?  ,Chile
786318206151581697,Amazon lanza su nuevo servicio de música para competir con Spotify y Apple Music  ,Chile
786317017427042304,Mentiras Verdaderas celebra cinco años al aire con Jean Philippe Cretton y Eduardo Fuentes de invitados… ,Chile
786316809985294337,La Ley y el orden: UVE estrenará episodio con personaje particularmente parecido a Donald Trump… ,Chile
786316514081271808,Productora pagará multa millonaria por accidente de Harrison Ford en rodaje de Star Wars  ,Chile
786316262368436224,Carroza envía a la Brigada de DD.HH. datos sobre Consejos de Guerra hallados en el Ministerio de Justicia… ,Chile
786316261605183488,"Felipe Correa, gerente de la Roja, expondrá su experiencia en importante evento de marketing deportivo… ",Chile
786315578172698625,Leonard Cohen tras fallecimiento de su musa y ex pareja: Estoy listo para morir  ,Chile
786315003746017280,"Tras 5 años de prohibición, Latam Argentina podrá volar desde Aeroparque a Santiago  ",Chile
786315003548753920,😱 Extraña moda de payasos siniestros afecta a emblemático personaje de cadena de comida rápida… ,Chile
786314333819117568,VIDEO | Candidata a concejala por Lo Barnechea suma apoyo de actor de Games of Thrones para su campaña… ,Chile
786313745425371136,UnMinutoPorLosNiños: Rostros se refieren al trasfondo del video que protesta contra muertes en el Sename… ,Chile
786313493301563392,Chile entre los con mayor posesión y remates al arco: El podio de la fecha 10 de las Clasificatorias… ,Chile
786313067646844928,"Camila Vallejo: No fuimos elegidos para legislar en nombre de Dios, sino por nuestros principios… ",Chile
786312738297352192,Corbo: Lo más probable es que el Banco Central baje la tasa el próximo año  ,Chile
786312487880695808,Copiapó: 22 de los 33 mineros rescatados firman carta en rechazo al proyecto de ley de aborto… ,Chile
786311799155097600,Del atropello a Alexis al gesto de la Presidenta Bachelet: Lo que no se vio del triunfo de Chile… ,Chile
786310816689782785,De la confesión de Pizzi a la dura autocrítica de Agüero: Las frases de la jornada clasificatoria… ,Chile
786309269285199872,"Fiebre, goles y celebraciones, las sufridas y emocionantes últimas 24 horas de Vidal  ",Chile
786308460291829760,Arzobispado de Santiago y proyecto de Vallejo: Apelar a Dios no significa suscribir a una religión en particular… ,Chile
786308041834635264,PANORAMAS | La película Horizonte profundo ya está en la cartelera nacional ,Chile
786307263174742016,PPD anuncia sus máximos esfuerzos para tener candidato presidencial único junto al PS  ,Chile
786307202298605568,VIDEO | Conoce al activista ecológico que paseará 30 días por NY vestido con su propia basura… ,Chile
786307103321419776,Oposición venezolana realiza simulacro de recolección de firmas por revocatorio contra Maduro… ,Chile
786307046916362240,PPD anuncia sus máximos esfuerzos para tener candidato presidencial único junto al PS  ,Chile
786306780188053504,Astrónomo chileno lidera proyecto para observar exoplaneta cercano a la Tierra  ,Chile
786305514145714177,Isla el más preciso y principal generador de ocasiones: Los números que dejó la victoria ante Perú… ,Chile
786304434393362433,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia… ,Chile
786304243355574272,"Columna de Astronomía: Estaciones del año, viejos pascueros y el método científico  ",Chile
786303427961774080,FOTOS | ¿Qué hace que algo sea vulgar? Una exposición de ropa quiere revelar el origen de la ordinariez… ,Chile
786303175733174272,Municipales 2016: ¿Qué sector podría beneficiarse de la abstención en las urnas?  ,Chile
786303114957709312,FOTOS | NoMakeup: La tendencia que se toma las redes sociales de las famosas  ,Chile
786302123105513473,Municipalidades piden plan especial para el transporte público que incluya gratuidad en las elecciones… ,Chile
786301917110697984,Mentiras Verdaderas celebra cinco años al aire con Jean Philippe Cretton y Eduardo Fuentes de invitados… ,Chile
786301714668322816,Director de Harry Potter y la piedra filosofal desclasifica anécdotas del rodaje de la película… ,Chile
786301418420441093,Chilavert y la victoria sobre Argentina: Es el triunfo más grande del fútbol de Paraguay en su historia… ,Chile
786300910485975040,"Tras su notable actuación ante Perú, la FIFA elige a Vidal como el mejor jugador de toda la fecha… ",Chile
786300858728415232,🎬 Guía para cinéfilos: Algunas de las cintas imperdibles del Festival de Cine de Valdivia  ,Chile
786300545392836609,PANORAMAS | Pet Shop Boys se presentará en Espacio Riesco  ,Chile
786299903647502337,"Tras 5 años de prohibición, Latam Argentina podrá volar desde Aeroparque a Santiago  ",Chile
786299891421155328,INFOGRAFÍA | La crisis de Samsung y el Galaxy Note 7 en cifras  ,Chile
786299652450623488,Senador Girardi acusa a Hacienda de no querer aumentar impuestos a sólidos azucarados  ,Chile
786299401085919232,SQM: PRO acusa desigualdad de trato por exclusión de Tohá en formalización de ex dirigentes PPD… ,Chile
786299266818052096,Neruda competirá junto a otras 84 películas por el Oscar a Mejor película extranjera  ,Chile
786298897652191233,Más de 19 mil facturas del Ejército con fondos de Ley Reservada del Cobre no han sido visadas por Defensa… ,Chile
786298645888966656,UnMinutoPorLosNiños: Rostros se refieren al trasfondo del video que protesta contra muertes en el Sename… ,Chile
786298467375284224,En Colo Colo postulan a Esteban Pavez y Martín Rodríguez para la Roja  ,Chile
786298393819811845,Chile entre los con mayor posesión y remates al arco: El podio de la fecha 10 de las Clasificatorias… ,Chile
786298142719406080,FOTO | Janet Jackson confirma que espera su primer hijo a sus 50 años  ,Chile
786297972501995520,Fiscalía de París abre investigación por millonario robo a Kim Kardashian  ,Chile
786297387115479040,Actriz de The West Wing y Mom recibirá su estrella en el Paseo de la Fama de Hollywood  ,Chile
786297136300322817,Suprema: Deportes Valdivia deberá pagar millonaria cuota a la ANFP para participar de campeonato nacional… ,Chile
786297069149519872,Bolsa de Santiago cierra con ganancias apoyada por sector energético  ,Chile
786296720934199296,Actor de Harry Potter revela que lleva diez años luchando contra la depresión  ,Chile
786296382508240897,Líder de las FARC dice que fue hasta bueno que se rechazara el acuerdo de paz  ,Chile
786296156481581056,MUNICIPALES: Conoce en detalle a todos los candidatos y vota por tu favorito  ,Chile
786296131495956480,Dólar cierra plano este miércoles a la espera de las minutas de la Fed  ,Chile
786295985857236996,Armada y científicos estudiarán en 3D el fondo marino de las Islas Desventuradas ,Chile
786295282271195136,El desahogo del camarín de la Roja y su promesa de cara a los duros desafíos que vienen  ,Chile
786294524133924864,Senador Girardi acusa a Hacienda de no querer aumentar impuestos a sólidos azucarados  ,Chile
786294172290519041,Mejor pronosticadora del peso chileno destaca que la moneda será la que más anote alzas en 2017… ,Chile
786292928431943680,VIDEO | Rostros lanzan campaña para alertar los problemas al interior del Sename  ,Chile
786291692181790720,Líder del PR se suma a críticas a dichos de Díaz por abanderado PS-PPD: Son inadecuados  ,Chile
786290418371682304,FOTOS | Equipo de fútbol portugués lanzó colección de trajes de novia  ,Chile
786290177119555584,Twitter y Facebook cortan el acceso a sus datos a una empresa que monitoreaba a manifestantes… ,Chile
786289335108796417,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia… ,Chile
786289334626443264,Mario Casas a dos años de polémico inicio de su actual noviazgo: Estoy muy feliz  ,Chile
786289154376204288,Protagonista de Selma critica a Game of Thrones por poca diversidad racial en roles principales… ,Chile
786288701043269634,FOTOS | ¿Qué hace que algo sea vulgar? Una exposición de ropa quiere revelar el origen de la ordinariez… ,Chile
786288176793022464,HoróscopoEmol |MIÉRCOLES: Es un buen día para mirar y sentir cómo estamos en nuestra autoestima… ,Chile
786288076574302208,Municipales 2016: ¿Qué sector podría beneficiarse de la abstención en las urnas?  ,Chile
786287036521119744,Mentiras Verdaderas celebra cinco años al aire con Jean Philippe Cretton y Eduardo Fuentes de invitados… ,Chile
786286818471706624,El Barça-Real Madrid se jugará el 3 de diciembre en horario pensado para Asia y América  ,Chile
786286695046115328,SQM: PRO acusa desigualdad de trato por exclusión de Tohá en formalización de ex dirigentes PPD… ,Chile
786286641082138624,PANORAMAS | Falta poco para el Spring Fest Fantasilandia 2016  ,Chile
786286424572256256,Productora pagará multa millonaria por accidente de Harrison Ford en rodaje de Star Wars  ,Chile
786286117712760832,"Felipe Correa, gerente de la Roja, expondrá su experiencia en importante evento de marketing deportivo… ",Chile
786286062805065728,Carroza envía a la Brigada de DD.HH. datos sobre Consejos de Guerra hallados en el Ministerio de Justicia… ,Chile
786285394593771520,Así vio el mundo el triunfo de la Roja sobre Perú: Vidal devolvió la vida a Chile y salvó a Pizzi… ,Chile
786285056574750720,Sub 30: Los candidatos a alcaldes más jóvenes que competirán en las municipales  ,Chile
786284899267411972,"Tras 5 años de prohibición, Latam Argentina podrá volar desde Aeroparque a Santiago  ",Chile
786284806304739329,😱 Extraña moda de payasos siniestros afecta a emblemático personaje de cadena de comida rápida… ,Chile
786284154698760192,Científicos chilenos hallan estrellas antiguas supervivientes en el centro de la Vía Láctea  ,Chile
786284111774248960,Líder de las FARC dice que fue hasta bueno que se rechazara el acuerdo de paz  ,Chile
786283545929060352,Dólar cierra plano este miércoles a la espera de las minutas de la Fed  ,Chile
786283294719606784,Chile entre los con mayor posesión y remates al arco: El podio de la fecha 10 de las Clasificatorias… ,Chile
786283042826514432,UnMinutoPorLosNiños: Rostros se refieren al trasfondo del video que protesta contra muertes en el Sename… ,Chile
786282906134208512,"Camila Vallejo: No fuimos elegidos para legislar en nombre de Dios, sino por nuestros principios… ",Chile
786282873439522816,FOTOS | ¿Por qué miles de musulmanes se hacen heridas en sus cuerpos en esta fecha?  ,Chile
786282540558680064,Corbo: Lo más probable es que el Banco Central baje la tasa el próximo año  ,Chile
786282377664425984,¿Por qué debemos viajar solos al menos una vez en la vida?  ,Chile
786282036390690816,Suprema: Deportes Valdivia deberá pagar millonaria cuota a la ANFP para participar de campeonato nacional… ,Chile
786281644055470080,Tribuna virtual: Locura por Vidal y críticas por error de Gonzalo Jara en duelo con Perú  ,Chile
786281185119010816,🐶 Hospedaje con mascotas: Viajando con nuestro mejor amigo  ,Chile
786281030529323009,Furia en Gran Bretaña luego de que un joven vestido de payaso siniestro asustara a una embarazada… ,Chile
786280706041319424,Ni París ni Frankfurt: Viena es una atractiva opción para ser la capital financiera de Europa… ,Chile
786280527204458497,"El crudo análisis de Mario Kempes a la derrota de Argentina: Jugaron horrible, fue patético… ",Chile
786279611877425152,Minutas de la Fed: Toma más fuerza la opción de que es apropiado elevar las tasas  ,Chile
786279077313380354,Dólar cierra plano este miércoles a la espera de las minutas de la Fed  ,Chile
786278261663764480,Arzobispado de Santiago y proyecto de Vallejo: Apelar a Dios no significa suscribir a una religión en particular… ,Chile
786277831038922752,FOTO | Mujer policía tuvo tierno gesto con niño que pasaba por un mal día  ,Chile
786277002995261440,VIDEO | Conoce al activista ecológico que paseará 30 días por NY vestido con su propia basura… ,Chile
786276780999139328,Videojuegos como Pokémon Go podrían ayudar a vivir más  ,Chile
786276727504986112,Utiliza AcuseteEmol y comparte las irregularidades que detectes en las campañas de los candidatos de tu comuna… ,Chile
786275297763201025,Científicos proponen la creación del primer país espacial para proteger al planeta  ,Chile
786274236423811073,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia… ,Chile
786274234989367300,Mario Casas a dos años de polémico inicio de su actual noviazgo: Estoy muy feliz  ,Chile
786274079997329408,Amazon lanza su nuevo servicio de música para competir con Spotify y Apple Music  ,Chile
786273733593878528,La Ley y el orden: UVE estrenará episodio con personaje particularmente parecido a Donald Trump… ,Chile
786273118646067200,Municipales 2016: ¿Qué sector podría beneficiarse de la abstención en las urnas?  ,Chile
786272907395760128,Toni Kroos prolonga su contrato con el Real Madrid hasta el 2022  ,Chile
786272348802576384,Carroza envía a la Brigada de DD.HH. datos sobre Consejos de Guerra hallados en el Ministerio de Justicia… ,Chile
786271527197081601,Leonard Cohen tras fallecimiento de su musa y ex pareja: Estoy listo para morir  ,Chile
786270711576952832,"Tras su notable actuación ante Perú, la FIFA elige a Vidal como el mejor jugador de toda la fecha… ",Chile
786270460300320769,Candidata a concejala por Lo Barnechea suma apoyo de actor de Games of Thrones para su campaña… ,Chile
786270285464997889,Estudiantes de la Cones se desmarcan de la ACES y llaman a votar en las elecciones municipales… ,Chile
786269542548922368,Carroza envía a la Brigada de DD.HH. datos sobre Consejos de Guerra hallados en el Ministerio de Justicia ,Chile
786269057108541440,Copiapó: 22 de los 33 mineros rescatados firman carta en rechazo al proyecto de ley de aborto… ,Chile
786268782532722689,😱 Extraña moda de payasos siniestros afecta a emblemático personaje de cadena de comida rápida… ,Chile
786268699078500353,Más de 19 mil facturas del Ejército con fondos de Ley Reservada del Cobre no han sido visadas por Defensa… ,Chile
786268318688808960,Chile entre los con mayor posesión y remates al arco: El podio de la fecha 10 de las Clasificatorias… ,Chile
786267775597744128,Vidal quedó como el segundo máximo artillero de las Clasificatorias tras sus goles a Perú  ,Chile
786267744496934914,UnMinutoPorLosNiños: Rostros se refieren al trasfondo del video que protesta contra muertes en el Sename… ,Chile
786267190232166401,De la confesión de Pizzi a la dura autocrítica de Agüero: Las frases de la jornada clasificatoria… ,Chile
786266973822971904,Suprema: Deportes Valdivia deberá pagar millonaria cuota a la ANFP para participar de campeonato nacional… ,Chile
786266514483777536,Del atropello a Alexis al gesto de la Presidenta Bachelet: Lo que no se vio del triunfo de Chile… ,Chile
786265659504259072,FOTO | Pionera cirugía le cambia la vida a adolescente indio que vivió 12 años con su cuello torcido… ,Chile
786265480495505409,"El crudo análisis de Mario Kempes a la derrota de Argentina: Jugaron horrible, fue patético… ",Chile
786264168152260608,Caso del Galaxy Note 7 comienza a hacer mella en los resultados de Samsung  ,Chile
786263963805839361,VIDEO | Rostros lanzan campaña para alertar los problemas al interior del Sename  ,Chile
786262720840605700,"Fiebre, goles y celebraciones, las sufridas y emocionantes últimas 24 horas de Vidal  ",Chile
786262015572664320,"Tras su notable actuación ante Perú, la FIFA elige a Vidal como el mejor jugador de toda la fecha… ",Chile
786261481570574340,Astrónomo chileno lidera proyecto para observar exoplaneta cercano a la Tierra  ,Chile
786260215016648705,Isla el más preciso y principal generador de ocasiones: Los números que dejó la victoria ante Perú… ,Chile
786259618959921152,Las dos caras de la inmigración en Francia: Ciudades que rechazan y acogen a refugiados  ,Chile
786258965713879040,"Columna de Astronomía: Estaciones del año, viejos pascueros y el método científico  ",Chile
786258835707142144,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia… ,Chile
786258004962373632,HoróscopoEmol |MIÉRCOLES: Es un buen día para mirar y sentir cómo estamos en nuestra autoestima… ,Chile
786257509644369920,"Fiesta del Cine de Roma contará con Meryl Streep,Tom Hanks y Viggo Mortensen para su nueva edición… ",Chile
786257145612345345,Goldman Sachs: Daños del huracán Matthew costarán US$10.000 millones a EE.UU.  ,Chile
786256442944790528,Líder del PR se suma a críticas a dichos de Díaz por abanderado PS-PPD: Son inadecuados  ,Chile
786256418894643200,Vocero de Gobierno responde a críticas por dichos sobre presidenciales: “No es mi estilo armar peleas por Twitter”… ,Chile
786255612611035136,Neruda competirá junto a otras 84 películas por el Oscar a Mejor película extranjera  ,Chile
786255178202746880,Director de Harry Potter y la piedra filosofal desclasifica anécdotas del rodaje de la película… ,Chile
786254941128097792,Mario Casas a dos años de polémico inicio de su actual noviazgo: Estoy muy feliz  ,Chile
786253971690295297,FOTO | Janet Jackson confirma que espera su primer hijo a sus 50 años  ,Chile
786252814527959040,Andrade y cambios de domicilio: De parte de nuestras autoridades hay una actitud de cierta displicencia ,Chile
786252699146870784,Fiscalía de París abre investigación por millonario robo a Kim Kardashian  ,Chile
786252341838123008,Corbo: Lo más probable es que el Banco Central baje la tasa el próximo año  ,Chile
786252340747730944,FOTOS | NoMakeup: La tendencia que se toma las redes sociales de las famosas  ,Chile
786251437680517121,Actor de Harry Potter revela que lleva diez años luchando contra la depresión  ,Chile
786250791531253760,Dólar cierra plano este miércoles a la espera de las minutas de la Fed  ,Chile
786250439910158336,Actriz de The West Wing y Mom recibirá su estrella en el Paseo de la Fama de Hollywood  ,Chile
786250180685340672,Allende por renuncia de Paula Quintana al PS: En la vida las palabras se cumplen  ,Chile
786248872041541632,Encuesta: ¿Estuvo bien Juan Antonio Pizzi en poner su cargo a disposición en la Roja?  ,Chile
786248591576883200,Hollande se comunica con Putin y Merkel para preparar una cumbre sobre Ucrania ,Chile
786248062398238720,Arzobispado de Santiago y proyecto de Vallejo: Apelar a Dios no significa suscribir a una religión en particular… ,Chile
786247850992758784,Abogado que presentó recurso contra vacuna del papiloma humano: El proceso ha sido discriminatorio… ,Chile
786247652090445824,Protagonista de Selma critica a Game of Thrones por poca diversidad racial en roles principales… ,Chile
786246940434567168,FOTO | Mujer policía tuvo tierno gesto con niño que pasaba por un mal día  ,Chile
786246804484530180,VIDEO | Conoce al activista ecológico que paseará 30 días por NY vestido con su propia basura… ,Chile
786246417404796928,Furia en Gran Bretaña luego de que un joven vestido de payaso siniestro asustara a una embarazada… ,Chile
786245958694821888,Mejor pronosticadora del peso chileno destaca que la moneda será la que más anote alzas en 2017… ,Chile
786245147004665856,PANORAMAS | Revisa aquí los detalles del montaje A Chorus Line  ,Chile
786244441757589504,Tenista australiano protagoniza nuevo escándalo: Regaló punto y se lanzó contra hinchas  ,Chile
786243847567314945,Las razones del enfado de Pizzi y que lo llevaron a poner su cargo a disposición en la Roja… ,Chile
786242880247631873,"EN VIVO |  Valentina Saini, la nueva apuesta del Stand Up Comedy  ",Chile
786242732511690752,Andrade y proyecto sobre alusiones religiosas en la Cámara: Es completamente innecesario  ,Chile
786242023015583744,FOTOS | Equipo de fútbol portugués lanzó colección de trajes de novia  ,Chile
786241320998281216,Científicos chilenos hallan estrellas antiguas supervivientes en el centro de la Vía Láctea  ,Chile
786240093413634049,El Barça-Real Madrid se jugará el 3 de diciembre en horario pensado para Asia y América  ,Chile
786239622686924800,¡Ya están los ganadores de las invitaciones para disfrutar unas deliciosas pizzas!  ,Chile
786239004660281344,Así vio el mundo el triunfo de la Roja sobre Perú: Vidal devolvió la vida a Chile y salvó a Pizzi… ,Chile
786238885676343297,"Mientras Argentina lo extraña, Messi vuelve a los entrenamientos con el Barcelona  ",Chile
786238499313680385,Más de 19 mil facturas del Ejército con fondos de Ley Reservada del Cobre no han sido visadas por Defensa… ,Chile
786237610247221248,DC afirma que Guillier confunde actos de campaña municipal con apoyo presidencial  ,Chile
786236357253431296,Ni París ni Frankfurt: Viena es una atractiva opción para ser la capital financiera de Europa… ,Chile
786235983045992448,Tribuna virtual: Locura por Vidal y críticas por error de Gonzalo Jara en duelo con Perú  ,Chile
786235392911675392,[Lo+Visto] Ricardo Gareca admite superioridad de Chile y destaca a Vidal: Es de nivel mundial… ,Chile
786235305716219904,Científicos proponen la creación del primer país espacial para proteger al planeta  ,Chile
786234740751867905,ONU cree que Colombia afronta una situación extremadamente complicada tras plebiscito  ,Chile
786233775529267202,Sub 30: Los candidatos a alcaldes más jóvenes que competirán en las municipales  ,Chile
786233459660431360,ONU cree que Colombia afronta una situación extremadamente complicada tras plebiscito ,Chile
786232973108666368,VIDEO | Rostros lanzan campaña para alertar los problemas al interior del Sename  ,Chile
786232522745188352,Amazon lanza su nuevo servicio de música para competir con Spotify y Apple Music  ,Chile
786231712128888837,VIDEO | Conoce al activista ecológico que paseará 30 días por NY vestido con su propia basura… ,Chile
786231275782889472,La Ley y el orden: UVE estrenará episodio con personaje particularmente parecido a Donald Trump… ,Chile
786230034432417792,"Fiebre, goles y celebraciones, las sufridas y emocionantes últimas 24 horas de Vidal  ",Chile
786229999451996160,Toni Kroos prolonga su contrato con el Real Madrid hasta el 2022  ,Chile
786229287217233920,"Prensa argentina destroza a su selección, le recuerda las finales perdidas y la amenaza de Chile… ",Chile
786228732923154432,Leonard Cohen tras fallecimiento de su musa y ex pareja: Estoy listo para morir  ,Chile
786228231158525952,Comisión Mixta aprobó darle la nacionalidad por gracia a Douglas Tompkins de manera póstuma  ,Chile
786227793935921152,EN VIVO | Nuevo requisito para Becas Junaeb 2017 ¿Qué pasos hay que seguir?  ,Chile
786227678319939584,Encuesta: ¿Estuvo bien Juan Antonio Pizzi en poner su cargo a disposición en la Roja?  ,Chile
786227562360045568,Estudiantes de la Cones se desmarcan de la ACES y llaman a votar en las elecciones municipales… ,Chile
786226321101840384,Astrónomo chileno lidera proyecto para observar exoplaneta cercano a la Tierra  ,Chile
