text,class
786295405126352897,"Así anunció @Javier_Duarte su solicitud de licencia para separarse del cargo de Gobernador de Veracruz,… ",Mexico
786294987596201984,"Noticiaenunaslíneas, Carlos Fuentes a propósito del Día de la Raza, LasNoticiasconKarlaIberia… ",Mexico
786294370265804800,En LasNoticiasConKarlaIberia @EnriqueBurak da toda la información deportiva ,Mexico
786294094687510528,Incendio en planta de energía provoca mega-apagón en Japón LasNoticiasconKarlaIberia  ,Mexico
786293714763251712,"Taxistas protestan contra @Uber_MEX y provocan caos vial en la CDMX, LasNoticiasconKarlaIberia ",Mexico
786293473095798785,"RT @karlaiberia: 500 mil accidentes viales al año.
28 mil por choque con doble remolque provocan 1,000 muertes al año...
LasNoticiasConKar…",Mexico
786293139975860224,"Pide @JoseNarroRobles al @senadomexicano se apruebe el uso legal de la marihuana, LasNoticiasconKarlaIberia ",Mexico
786292779936837632,Mil personas mueren al año en México por accidentes relacionados con camiones de doble remolque… ,Mexico
786292178888880129,Noticiaenunaimagen Museo de la Caricatura expondrá 300 cartones sobre @realDonaldTrump LasNoticiasconKarlaIberia… ,Mexico
786291879348404225,"Rehabilitan vagones del @MetroCDMX, LasNoticiasconKarlaIberia  ",Mexico
786290469567246337,"RT @karlaiberia: Anaya: Quien se llevó el dinero del pueblo, lo tiene que devolver
ahora en LasNoticiasConKarlaIberia",Mexico
786290451372384256,"RT @karlaiberia: La carta de Duarte al Congreso de Veracruz:
Limpiaré mi nombre.
Uds, que opinan?
Los esperamos @NTelevisa_com 
LasNotic…",Mexico
786290348008083457,"No queremos venganza, exigimos justicia @RicardoAnayaC sobre caso @Javier_Duarte LasNoticiasconKarlaIberia… ",Mexico
786290008705605633,"Asegura @YoconYunes que dará a conocer información que cimbrará al país, LasNoticiasconKarlaIberia… ",Mexico
786289837716287488,Estamos en LasNoticiasConKarlaIberia con información sobre Duarte y el gobierno de Veracruz ,Mexico
786287651011776512,Trump podría perder el voto indeciso de las mujeres blancas por comentarios sexistas LasNoticiasConDanielle… ,Mexico
786287077440663552,Michelle Obama envía mensaje por el Día Internacional de la Niña AlAireConPaola @VIVImartinez01 ,Mexico
786286592218587137,"Inicia LasNoticiasconKarlaIberia, conducido por @karlaiberia, síguelo en vivo por Internet en… ",Mexico
786286587223027712,"Teletón abre su propia tienda, la cuál servirá para apoyar a 27 mil niños en México AlAireConPaola… ",Mexico
786281841359724544,¿Quiénes celebran el día internacional de la lengua española?   ,Mexico
786280549178408960,"Estos son los temas sobre sexualidad que se abordan en los libros de educación primaria, el análisis AlAireConPaola ",Mexico
786278242672111616,"RT @Foro_TV: Onechot, reggae contra el régimen bolivariano de Venezuela. Un reportaje @sinfiltros_com ",Mexico
786278194160758784,"RT @Foro_TV: Plataforma ciudadana del nuevo sistema penal iniciará operaciones en Coahuila, Edomex, Tabasco y CDMX: Segob",Mexico
786277558723555329,En PeladitoyenlaBoca el chef Nando Pacheco se dispone a preparar Arroz a la Marihuana pero no encuentra uno de los… ,Mexico
786276036384202752,Emite @realDonaldTrump duras críticas en contra de algunos miembros del Partido Republicano LasNoticiasConDanielle… ,Mexico
786272983643926528,ElNúmerodelDía: serán 3 mil 150 los federales que garantizarán la seguridad en EdoMex LasNoticiasConDanielle ,Mexico
786271466689929216,Cambio de administración en Tijuana podría pausar la ayuda que reciben los migrantes LasNoticiasConDanielle… ,Mexico
786268950946521088,Depeche Mode realizará gira 'Global Spirit' en 2017 para promocionar su nuevo álbum AlAireConPaola @OdalysRP… ,Mexico
786268857614807041,Reconoce @Javier_Duarte que una pugna entre grupos criminales mantiene en jaque a Veracruz DespiertaconLoret ,Mexico
786268247851020290,Familiares de desaparecidos ayudaron a encontrar un predio de más de 3 mil restos humanos en el ejido Patrocinio en… ,Mexico
786265930917486592,Damnificados de la zona sur de Haití no han recibido ayuda humanitaria LasNoticiasConDanielle… ,Mexico
786264421878423552,Conoce más sobre el campanario de la Catedral Metropolitana de la CDMX AlAireConPaola @clarketo… ,Mexico
786263943341871105,"Presidente de Turquía, Recep Tayyip Erdogan, califica de 'política novata' a @HillaryClinton… ",Mexico
786263929232039936,Hay un 40 por ciento de probabilidad de lluvia para hoy en la CDMX AlAireConPaola ClimaAlAire… ,Mexico
786262174440230914,Javier Duarte abandona Veracruz cuando el estado está incendiándose: @YoconYunes  ,Mexico
786261436981018624,Estados Unidos suspende temporalmente la deportación de haitianos debido a Matthew  ,Mexico
786261401069387778,Asesinos de los normalistas en Tixtla podrían estar relacionados con el crimen organizado LasNoticiasConDanielle… ,Mexico
786255127619317761,"En DespiertaconLoret, @Javier_Duarte afirmó que no tiene nada de qué avergonzarse, pues no tiene vínculo alguno co… ",Mexico
786254785229955072,"Por segundo día, estudiantes de Sudáfrica protestan para exigir educación gratuita LasNoticiasConDanielle… ",Mexico
786252024069386240,RT @Foro_TV: Estás de viaje y se te pierde la maleta… @onpublicoMX es la app que te puede sacar del apuro. Descárgala aquí ,Mexico
786251342545235968,Anuncia @Javier_Duarte que se enfrentará a Miguel Ángel Yunes para exhibir sus actos de corrupción… ,Mexico
786250773290110976,RT @Javier_Duarte: El día de hoy solicité a la @LegisVer licencia para separarme del cargo de Gobernador. ,Mexico
786248826327752704,"En DespiertaconLoret, @Javier_Duarte negó tener responsabilidad con 33 empresas fantasma detectadas por el @SATMX… ",Mexico
786246816744349696,"Yair Israel Piña López es el investigador más joven en la NASA, es mexicano y estudiante de la UNAM… ",Mexico
786245708806356992,"Asegura @Javier_Duarte que acusaciones en su contra no tienen sustento, en las denuncias sólo aparecen sus colabora… ",Mexico
786245310892740608,"Javier Duarte asegura que los descuentos vía nómina del Sistema Federalizado, ya fueron pagados, la declaración en… ",Mexico
786241299200475136,Es necesario tomar medidas para controlar déficit público: México Evalúa  ,Mexico
786241277054418944,Anuncia @BarackObama que enviará misión tripulada a Marte para el 2030 DespiertaconLoret ,Mexico
786238821771902976,Detienen al primero por falsa llamada al 911 en Oaxaca  ,Mexico
786236279142907904,Cae delincuente que lideraba banda de menores; operaban en Xochimilco  ,Mexico
786235309021286400,"Niega @Javier_Duarte que Veracruz esté en quiebra por endeudamiento, asegura que recursos se van a nómina magister… ",Mexico
786234738818199553,"¿En qué contexto económico llegará el Proyecto de Presupuesto 2017? en DespiertaconLoret, representante de 'México… ",Mexico
786233758076825600,Haití es un desastre; habitantes suplican ayuda  ,Mexico
786227633189027840,BenjamínSerment habla de la relación con sus padres y cómo conoció a quien presuntamente contrató para asesinarlos… ,Mexico
786226176553463808,En exclusiva para DespiertaconLoret Javier Duarte anunció que se va del gobierno de Veracruz para enfrentar acusa… ,Mexico
786224171265044480,"Trump ataca a los líderes de su propio partido, los critica y tacha de 'desleales' DespiertaconLoret ",Mexico
786223631965618176,Chapultepec18 presenta la ruta de migrantes haitianos que huyen del hambre y llegan a los límites de México-EU en… ,Mexico
786222603094532096,"El Gobernador de Veracruz, @Javier_Duarte se dijo harto de las acusaciones de @YoconYunes y negó tener propiedades… ",Mexico
786218744175468544,"Gana @HillaryClinton 11 puntos sobre @realDonaldTrump, según la última encuesta tras el segundo debate… ",Mexico
786218464876830720,RT @Foro_TV: El Tri Femenil queda eliminado del Mundial Sub 17 Jordania 2016 ,Mexico
786218278251139072,Tú puedes salvar la vida de siete personas al donar tus órganos. Únete en   PasiónQueDaVida ,Mexico
786212452715200512,"En DespiertaconLoret, @Javier_Duarte, Gobernador de Veracruz, aseguró que @YoconYunes es un personaje deleznable… ",Mexico
786206131169263617,"La deuda pública de Veracruz está equilibrada, el estado no lo dejo en quiebra, @Javier_Duarte en… ",Mexico
786204905258090496,Pobladores de Michoacán denuncian con video matanza de perros en la entidad AlAireConPaola @VIVImartinez01 ,Mexico
786203286697148416,Pide @JoseNarroRobles al Senado aprobar iniciativa para regular el uso de la Marihuana AlAireConPaola ,Mexico
786202501972320256,AlAireConPaola los detalles de los espectáculos con @OdalysRP ,Mexico
786202486516256769,"Congreso de Guerrero aprueba licencia del alcalde de Iguala Esteban Albarrán Mendoza, en su lugar se queda Herón… ",Mexico
786201434832244737,"Trump lanza críticas contra los miembros de su propio partido, asegura que hará campaña a su manera AlAireConPaola ",Mexico
786200786212626432,RT @Foro_TV: Cien años del Club América 100AñosDeGrandeza ,Mexico
786200743590047745,"Más de 3 mil elementos federales, reforzarán la seguridad en EdoMex en 8 de las zonas más inseguras de la entidad… ",Mexico
786199802203607040,Se espera manifestación de Taxistas en la CDMX AlAireConPaola ,Mexico
786199493679210496,Ya puedes comprar los productos de @TeletonMexico desde tu smartphone para apoyar a cientos de niños… ,Mexico
786198046929408000,"Brote de Cólera amenaza a la población de Haití, se registran 20 muertos AlAireConPaola ",Mexico
786197427497816070,"Desmantelan banda de asaltantes que operaba en Xochimilco, dos de sus integrantes son menores de edad… ",Mexico
786197296073412608,"Javier Duarte, aceptó que la violencia y homicidios en Veracruz son ocasionados por una pugna entre narcos, en exc… ",Mexico
786196869802143744,Rinde protesta nuevo alcalde de San Juan Chamula y asegura que gestionará recursos para apoyar a artesanos… ,Mexico
786196282662457344,Anuncia @Javier_Duarte que pedirá licencia como gobernador para esclarecer las acusaciones que hay en su contra… ,Mexico
786195392698290176,Autoridades rescatan a 45 migrantes indocumentados que viajaban en tráiler por la carretera Ex Hacienda Los Reyes… ,Mexico
786195355515838464,"RT @NTelevisa_com: Javier Duarte, Gobernador de Veracruz, anunció en DespiertaconLoret que pedirá licencia a su cargo para atender las den…",Mexico
786194162194407428,"ConociendoA ¿Quién crees que acompañó a @Paola_Rojas_H
a una práctica de box? AlAireConPaola ",Mexico
786193669275553792,Autoridades investigan si el homicidio de los normalistas en Guerrero tiene relación con la delincuencia organizada AlAireConPaola,Mexico
786193102528663553,"El tema de la sexualidad se debe explicar con naturalidad a los niños, @DavidBarriosMtz AlAireConPaola… ",Mexico
786192288619704320,Explica @DavidBarriosMtz AlAireConPaola que libros de texto carecen de modificaciones de contenido sexual… ,Mexico
786191807818280960,En vivo AlAireConPaola @DavidBarriosMtz analiza el tema de la educación sexual en los libros de texto… ,Mexico
786189801875771392,"Inicia AlAireconPaola, conducido por @Paola_Rojas_H, síguelo en vivo por Internet en  ",Mexico
786189519938850816,"Investigan a policías municipales de Culiacán, Sinaloa, por emboscada a militares, DespiertaconLoret… ",Mexico
786187947276050433,"Javier Duarte, Gobernador de Veracruz, anunció en DespiertaconLoret que pedirá licencia a su cargo para atender la… ",Mexico
786187483373457408,Huracán Nicole se desplaza con vientos de 154-157 Km/h DespiertaconLoret @Archie_clima ,Mexico
786185511584968704,"La casa de Miguel Ángel Yunes en Veracruz es insultante y es prueba de su corrupción, @Javier_Duarte… ",Mexico
786185370291625984,Acepta @Javier_Duarte debatir con @YoconYunes en el estudio de DespiertaconLoret el próximo lunes… ,Mexico
786184799203524609,"Todo lo que tengo es fruto de mi esfuerzo, vivo de mi sueldo y no tengo nada de que avergonzarme, @Javier_Duarte en… ",Mexico
786184769746841605,"Tengo documentos que prueban que Miguel Ángel Yunes es corrupto, asegura @Javier_Duarte DespiertaconLoret… ",Mexico
786184684438974464,"Implora @Pontifex_es alto al fuego en Siria para evacuar a civiles, principalmente a niños  ",Mexico
786183986674438144,"Miguel Ángel Yunes es deleznable, sinónimo de corrupción y está ligado a desvío de recursos y pederastia,… ",Mexico
786183698605539328,"Niega @Javier_Duarte tener propiedades en Texas y asegura que son de su suegro desde hace años, DespiertaconLoret… ",Mexico
786183225307652096,"Las declaraciones de Miguel Ángel Yunes en mi contra son mentiras, indica @Javier_Duarte DespiertaconLoret… ",Mexico
786182604491853824,"Admite @Javier_Duarte que aún le debe dinero a algunas empresas, pero asegura que a otras ya les liquidó… ",Mexico
786182147329646592,"En exclusiva en DespiertaconLoret, @Javier_Duarte anuncia que solicitará licencia para separarse del gobierno… ",Mexico
786181556029186049,Asegura @Javier_Duarte que no tiene vínculos con empresas fantasmas DespiertaconLoret  ,Mexico
786180700319821825,"'Yo no me robé los 35 mil millones de pesos del erario, es imposible': @Javier_Duarte DespiertaconLoret… ",Mexico
786180587027587072,"Sólo tengo dos casas y no tengo cuentas en el extranjero ni paraísos fiscales, @Javier_Duarte en DespiertaconLoret… ",Mexico
786180017772310528,En el sexenio de Calderón Veracruz no recibió apoyo para disminuir índices de inseguridad DespiertaconLoret… ,Mexico
786179608882384900,"No tengo miedo de terminar en la cárcel; tengo la conciencia tranquila, @Javier_Duarte en DespiertaconLoret… ",Mexico
786179143843000320,'@EPN ha apoyado a Veracruz aumentando el número de elementos de seguridad en la entidad' @Javier_Duarte… ,Mexico
786179046019174400,Ampliación Anuncia Javier Duarte que solicitará licencia al gobierno de Veracruz  ,Mexico
786178770554200064,"Violencia en Veracruz es por una pugna entre cárteles del narcotráfico, @Javier_Duarte en DespiertaconLoret… ",Mexico
786178388688048128,"Yo soy inocente, yo no maté a mis padres: Benjamín Serment  ",Mexico
786178061372944384,"Gobierno de Veracruz no está en quiebra, afirma @Javier_Duarte en DespiertaconLoret  ",Mexico
786178045350588416,"Explica @Javier_Duarte  que deuda pública en el edo es de 40 mil millones de pesos, cifra que no aumentó en su gobi… ",Mexico
786177450422235136,"Javier Duarte asegura que no va a huir de Veracruz tras pedir licencia al cargo, DespiertaconLoret… ",Mexico
786176982979534852,"Asegura @Javier_Duarte que aclarará las acusaciones en su contra, después de terminar su cargo como gobernador… ",Mexico
786176965380235265,Javier Duarte anuncia que solicitará licencia para separarse del gobierno,Mexico
786176832366313473,Asegura Javier Duarte que dejar el cargo es decisión personal y lo hace para atender denuncias DespiertaconLoret… ,Mexico
786176252348477440,Anuncia @Javier_Duarte que solicitará licencia para separarse de su cargo como gobernador DespiertaconLoret… ,Mexico
786175804757544960,"El gobernador @Javier_Duarte responde a las acusaciones de corrupción, la entrevista en vivo en… ",Mexico
786175267916001280,Más de 3 mil elementos federales reforzarán seguridad en Edomex DespiertaconLoret ,Mexico
786173338037067776,"Un consejo fiscal independiente serviría para tomar mejores decisiones, asegura Mariana Campos DespiertaconLoret… ",Mexico
786172874537132032,'Debe haber un compromiso a mas de un año sobre el déficit': Mariana Campos DespiertaconLoret… ,Mexico
786172232007426048,"En vivo DespiertaconLoret Mariana Campos, coordinadora de 'México Evalúa' habla sobre el presupuesto 2017… ",Mexico
786172088021348352,Explica @Mexicablemx fallas en el servicio  ,Mexico
786170042048057344,Asegura @BarackObama que apoyará misión para enviar investigadores a marte para el 2030 DespiertaconLoret ,Mexico
786169308632133633,Encuestas revelan que @HillaryClinton mantiene ventaja de 11 puntos frente a @realDonaldTrump DespiertaconLoret ,Mexico
786168664328249344,Hoy en el estudio de DespiertaconLoret @Javier_Duarte habla sobre la situación de Veracruz ,Mexico
786168588931432448,Trump explota contra miembros de su propio partido y lanza duras críticas DespiertaconLoret ,Mexico
786168120155054082,Nicole evoluciona a Huracán categoría 2 DespiertaconLoret @Archie_clima ,Mexico
786167071084191745,"Nuevo alcalde de San Juan Chamula, Mario Santiz rinde protesta gestionará recursos para incrementar apoyo… ",Mexico
786165143600181248,Continúa intensa actividad del volcán de fuego en Colima LasNoticiasConDanielle ,Mexico
786164537489633280,Matthew dejó 36 muertos en su paso por EU LasNoticiasConDanielle ,Mexico
786164027462344705,"Cólera azota a población de Haití , hay 20 muertos LasNoticiasConDanielle ",Mexico
786163892984483840,Afectada la circulación en Paseo de las Lilas y autopista libre a Toluca rumbo a Cuajimalpa por volcadura de trái… ,Mexico
786163488469102592,Se estima que huracán Matthew dejó 473 muertos en Haití LasNoticiasConDanielle ,Mexico
786162956320903169,"Vuelca tráiler en la carreta México-Toluca, la circulación en la zona es lenta  LasNoticiasConDanielle ",Mexico
786161101759139844,Nuevamente @BarackObama asegura que @realDonaldTrump no está capacitado para ser presidente LasNoticiasConDanielle ,Mexico
786160527579844608,Trump lanza duras críticas contra líderes de su partido por no apoyarlo en su camino a la Casa Blanca… ,Mexico
786159754435399681,"Hoy en LasNoticiasConDanielle: Trump explota contra republicanos, sigue la transmisión en vivo… ",Mexico
786159727394721793,"Los nuevos escándalos de Trump, los detalles en LasNoticiasConDanielle, estamos en vivo @daniellemx_ ",Mexico
786159700412956672,Combinación de alcohol con bebidas energizantes puede causar la muerte  ,Mexico
786159123264000000,Estudiantes de Sudáfrica protestan para exigir educación gratuita LasNoticiasConDanielle ,Mexico
786158623290486784,"Inicia LasNoticiasconDanielle, conducido por @daniellemx_, síguelo en vivo por Internet en  ",Mexico
786158581099876352,Autoridades no descartan que el homicidio de normalista en Guerrero tenga relación con el crimen organizado… ,Mexico
786158183966347265,Fiscal de Veracruz investiga el hallazgo de los 6 cuerpos encontrados en la entidad LasNoticiasConDanielle ,Mexico
786152046172971009,Estudiante de Ciencias de la @UNAM_MX se integra a la @NASA  ,Mexico
786144554089058304,Revelan video de homicidio en un fraccionamiento de Monterrey NuevoLeón  ,Mexico
786129423762423808,Asalto en Circuito Interior CDMX se hace viral en las redes  ,Mexico
786114304160460800,Sepultan Génesis Deyanira Urrutia en Veracruz  ,Mexico
786106711782395905,Muere migrante guatemalteco abandonado en Veracruz  ,Mexico
786099199855263744,Un campo de exterminio llamado Esperanza  ,Mexico
786091604708917249,Intensa lluvia provoca inundaciones en Coatzacoalcos Veracruz  ,Mexico
786084071562735618,"Suman 20 muertos por cólera en Haití, tras el paso de Matthew  ",Mexico
786080240066039808,Lanza @realDonaldTrump agresivos ataques contra republicanos  ,Mexico
786076947264708608,"El homenaje a Gonzalo Vega, en Chapultepec18 @lopezdoriga  ",Mexico
786075527195029504,"Las fallas en el Mexicable, en sus primeros días de servicio en Edomex 10EnPunto con @DeniseMaerker ",Mexico
786075298198528000,Payasos amenazantes han ocasionado daños a empresas y payasos profesionales 10EnPunto con @DeniseMaerker ,Mexico
786074103769882624,"Dos menores, integrantes de una banda de asaltantes en la CDMX. Su líder ha estado preso 6 veces 10EnPunto con… ",Mexico
786072369169391616,"'Lo que no se hubiera visto de no ser por las redes', en Chapultepec18 @lopezdoriga  ",Mexico
786071463602298880,'Niego ser el autor intelectual de la muerte de mis padres': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786071279505989632,'No cerré con doble chapa porque no sabía si tenía que regresar': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786071153198727170,"'Salí, cerré la puerta y llevé a mi novia al hospital, no sabía qué iba a pasar': Benjamín Serment Chapultepec18… ",Mexico
786070704051683328,'Nunca podré olvidar la muerte de mis padres': Benjamín Serment Chapultepec18 @lopezdoriga  ,Mexico
786070353231699974,'Busqué solucionar problemas con mis padres a partir del diálogo': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786070087186915332,"RT @NTelevisa_com: 'Mi tía me llamó y me dijo que mi madre se había colgado, me impactó mucho': Chapultepec18 @lopezdoriga ",Mexico
786069877777952768,"'Solamente conocí a Alejandro Domínguez en una fiesta, no lo vi más': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786069652426416128,'No recuerdo haberme reunido con los asesinos de mis padres': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786069466740318208,"'Cerré la puerta de mi mamá al salir, no me aseguré de que estuviera cerrada': Benjamín Serment Chapultepec18… ",Mexico
786069222178848768,"'No me dejaron ver a mi madre, no supe qué pasó con la investigación': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786069030541099008,"'Mi tía me llamó y me dijo que mi madre se había colgado, me impactó mucho': Chapultepec18 @lopezdoriga… ",Mexico
786068317903679489,"'Conocí brevemente al asesino, mi novia tenía relación con la suya': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786068011237183493,"'Pensé en pedir ayuda, me quedé con mi padre para ver si estaba bien': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786067761864794112,'No pude darme cuenta de lo que pasaba con mi padre': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786067404388503553,"'Yo estaba encañonado en el suelo, pensé en mantener mi vida': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786067201505845249,"'Dicen que no hice nada para defender a mi padre, esperaba que no pasara nada': Chapultepec18 @lopezdoriga… ",Mexico
786066966968733696,'Matar a alguien me parece un acto de barbarie': Benjamín Serment Chapultepec18 @lopezdoriga… ,Mexico
786066742976114688,"'Fue un momento difícil, de explotar, dije que quería mi propia vida': Chapultepec18 @lopezdoriga… ",Mexico
786066488335667204,"'Tenía problemas con mis papás, no era mala relación': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786066168532566018,"'Estoy pasando una situación difícil, extraño a mis padres': Benjamín Serment Chapultepec18 @lopezdoriga… ",Mexico
786065939615850501,"La entrevista a Benjamín Serment, autor intelectual del asesinato de su padre, en Chapultepec18 @lopezdoriga… ",Mexico
786065322155642882,Autoridades de la CDMX señalan al hijo de León Serment por el asesinato de sus padres Chapultepec18 @lopezdoriga… ,Mexico
786065070497366016,"El caso del asesinato de León Serment y su esposa, en Chapultepec18 @lopezdoriga  ",Mexico
786064685980327936,Investiga PGR actuación de todas las autoridades locales en Culiacán por ataque a militares 10EnPunto ,Mexico
786064337689534465,En Tijuana ya nació el primer hijo de migrantes africanos varados Chapultepec18 @lopezdoriga… ,Mexico
786063957429813248,"Hoy en Chapultepec18, @lopezdoriga entrevista a Benjamín Serment, sospechoso de asesinar a su padre. En vivo aquí: ",Mexico
786063676881117184,El gobierno mexicano no puede deportar a ciudadanos africanos Chapultepec18 @lopezdoriga  ,Mexico
786063485016936449,"La vida de los migrantes haitianos y africanos en Tijuana, en Chapultepec18 @lopezdoriga  ",Mexico
786062412743077888,Crisis de migrantes en Tijuana podría convertirse en tragedia humanitaria Chapultepec18 @lopezdoriga… ,Mexico
786061400716304385,Ya inicia Chapultepec18 con @lopezdoriga por @Canal_Estrellas ,Mexico
786060565529653248,Así era el 'modus operandi' de la banda de asaltantes desarticulada en la CDMX 10EnPunto con@DeniseMaerker ,Mexico
786060097378213889,Estudiantes en Veracruz exigen justicia para GénesisDeyanira  ,Mexico
786059119765647360,Entierran a joven transexual asesinada en su casa en Comitán Chiapas 10EnPunto con@DeniseMaerker ,Mexico
786057589763272704,Refinería de Salamanca opera con normalidad tras paro de plantas  ,Mexico
786056323125436416,Continúan extorsiones desde reclusorios en la CDMX  ,Mexico
786055062816710656,México no está en riesgo de sufrir una crisis: Gurría  ,Mexico
786052549933694977,Municipio de Ciudad Cuauhtémoc Zacatecas se queda sin policías  ,Mexico
786050034190127104,Investigan asalto en Circuito Interior CDMX; aún no hay denuncia  ,Mexico
786047519432269824,No te pierdas a las 11:30 pm Chapultepec18 con @lopezdoriga por @Canal_Estrellas ,Mexico
786046710619312128,"Hay capacidad para atender emergencias en el Mexicable, afirman autoridades 10EnPunto con @DeniseMaerker… ",Mexico
786046371467976704,"Las fallas en el Mexicable, en sus primeros días de servicio en Edomex 10EnPunto con @DeniseMaerker… ",Mexico
786046249573036033,"En exclusiva, @lopezdoriga  entrevista al joven que mandó a matar a sus padres por 100 mil pesos.
Nos vemos 23:30 e… ",Mexico
